serial,property,fwVer,fwVerTi,ageDays,dropouts120d,qual0frac30d,qualN,hardResets,tier
72717822,Azulejo,362,209,259,0,0.00,56,0,OK
72717848,Roper Center Commercial Bldg,15090,254,250,0,0.00,29,0,OK
72717855,Relix Ridge,362,209,279,0,0.00,60,0,OK
72717897,Azulejo,17037,344,255,1,0.03,63,0,MED
72717905,North Ewing Townhomes,16185,314,279,1,0.00,60,2,MED
72717947,Wildwood Estates MHC,17037,344,279,2,0.07,28,0,MED
72717988,Azulejo,16131,296,259,0,0.00,29,0,OK
72717996,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
72718002,Maple Run MHC,362,209,277,0,0.00,57,0,OK
72718010,Kingsbrook MHC,16022,260,274,1,0.00,30,1,MED
72718036,Highlands MHC,362,209,206,0,0.00,32,0,OK
72718044,Backwater MHC,17032,344,255,0,0.62,68,174,HIGH
72718051,Spruce Valley Condominiums,16185,314,279,1,0.00,60,2,MED
72718069,Needham MHP,362,209,255,0,0.00,59,0,OK
72718077,Lantana Trail,16185,314,276,2,0.00,60,2,MED
72718085,Kingsbrook MHC,16185,314,274,1,0.02,51,2,MED
72718093,Eastwood Hills MHC,16131,296,274,0,0.00,30,0,OK
72718101,Wildwood Estates MHC,17037,344,280,1,0.04,53,0,MED
72718135,Eastwood Hills MHC,16185,314,274,1,0.00,60,2,MED
72718150,Kachina,16131,296,262,0,0.00,30,0,OK
72718176,Spruce Valley Condominiums,16185,314,279,1,0.00,59,0,MED
72718200,Freedom MHP,363,219,262,0,0.00,29,0,OK
72718226,Spruce Valley Condominiums,16185,314,279,1,0.00,59,0,MED
72718234,Crystal Acres MHC,17032,344,255,0,0.64,74,0,HIGH
72718259,Kay Bee Mobile Villa MHP,16131,296,276,1,0.00,30,0,MED
72718267,Maple Run MHC,362,209,277,0,0.00,58,0,OK
72718275,Oak Grove MHC,362,209,259,0,0.00,60,0,OK
72718283,Eastwood Hills MHC,362,209,280,0,0.00,61,0,OK
72718291,Azulejo,362,209,259,0,0.00,60,0,OK
72718309,North Ewing Townhomes,16185,314,279,1,0.00,66,2,MED
72718317,Little Acres MHC,17037,344,249,1,0.04,51,0,MED
72718325,Wildwood Estates MHC,16185,314,279,1,0.00,52,2,MED
72718333,Green Acres MHC,16022,260,259,0,0.00,30,0,OK
72718341,Ponderosa MHC,17037,344,259,1,0.11,66,0,MED
72718366,Spruce Valley Condominiums,16185,314,279,1,0.00,60,2,MED
72718374,Wildwood Village MHC,16185,314,279,1,0.00,54,2,MED
72718408,Spruce Valley Condominiums,16185,314,279,1,0.00,59,2,MED
72718424,Bishop 10th St Association,16185,314,279,1,0.00,60,2,MED
72718432,Eastwood Hills MHC,362,209,277,0,0.00,56,0,OK
72718440,Eastwood Hills MHC,16185,314,279,1,0.00,58,2,MED
72718457,Kay Bee Mobile Villa MHP,16131,296,276,1,0.00,29,0,MED
72718481,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,30,0,MED
72718507,Bishop 10th St Association,16185,314,279,1,0.00,64,2,MED
72718515,8 OnElaine,16131,296,255,0,0.00,30,0,OK
72718531,Kay Bee Mobile Villa MHP,16131,296,280,0,0.00,36,0,OK
72718549,GenII Water Flow,17037,344,249,15,0.09,1422,0,HIGH
72718564,Wildwood Estates MHC,16185,314,279,1,0.00,60,2,MED
72718580,Riverview Apartments MF,17037,344,275,1,0.02,62,0,MED
72718598,Westmoreland,15154,260,255,0,0.00,30,0,OK
72718606,Azulejo,362,0,255,1,1.00,120,0,HIGH
72718630,Oak Grove MHC,362,209,255,0,0.00,60,0,OK
72718655,Parker MHC,362,209,279,0,0.00,60,0,OK
72718663,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
72718671,Little Acres MHC,17037,344,249,1,0.06,54,0,MED
72718689,Riverview Apartments MF,17037,344,275,1,0.04,46,0,MED
72718721,Riverview Apartments MF,17037,344,275,1,0.02,60,0,MED
72718739,Wildwood Estates MHC,16185,314,279,1,0.00,60,2,MED
72718762,Wildwood Estates MHC,362,209,279,0,0.00,39,0,OK
72718770,103 West Broadway,362,209,259,0,0.00,59,0,OK
72718788,Oak Grove MHC,16131,296,255,0,0.00,30,0,OK
72718796,Eastwood Hills MHC,16022,260,280,0,0.00,30,1,OK
72718804,Wildwood Estates MHC,362,209,279,0,0.00,61,0,OK
72718812,Little Acres MHC,17037,344,249,1,0.06,52,0,MED
72718820,Needham MHP,362,209,262,0,0.00,59,0,OK
72718853,Eastwood Hills MHC,16131,296,280,0,0.00,30,0,OK
72718861,Parker MHC,362,209,279,0,0.00,60,0,OK
72718879,Paradise Village Cooperative MHC,15154,260,265,0,0.00,29,0,OK
72718887,103 West Broadway,362,209,259,0,0.00,60,0,OK
72718903,Wildwood Estates MHC,16185,314,280,1,0.00,58,2,MED
72718911,Wildwood Estates MHC,16185,314,280,1,0.00,60,2,MED
72718937,Coleman Village MHC,16185,314,279,1,0.00,60,2,MED
72718960,Parker MHC,16185,314,279,1,0.04,57,2,MED
72718978,Highlands MHC,16185,314,206,1,0.00,95,2,MED
72719018,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,29,0,OK
72719026,Eastwood Hills MHC,362,209,279,0,0.00,60,0,OK
72719042,Holly Tree MHP,16185,314,259,2,0.00,58,0,MED
72719067,Spruce Valley Condominiums,16185,314,279,1,0.00,58,0,MED
72719075,Azulejo,362,209,255,0,0.00,60,0,OK
72719083,Eastwood Hills MHC,362,209,275,0,0.00,61,0,OK
72719117,Noble Estates MHC,17037,344,188,1,0.00,304,0,MED
72719125,Kay Bee Mobile Villa MHP,16185,314,265,1,0.02,51,2,MED
72719133,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,30,0,MED
72719141,Freedom MHP,16131,296,262,0,0.00,30,0,OK
72719158,Forest at Sherman MHC,362,209,279,0,0.00,59,0,OK
72719174,Kay Bee Mobile Villa MHP,16185,314,275,1,0.02,43,2,MED
72719182,Stafford MHC,363,219,280,0,0.00,59,0,OK
72719208,Oaklawn Park HOA,16185,314,188,1,0.02,43,2,MED
72719216,Riverview Apartments MF,17037,344,275,1,0.02,61,0,MED
72719224,Parker MHC,16185,314,280,2,0.00,60,2,MED
72719232,Parker MHC,16185,314,280,1,0.00,60,2,MED
72719240,Kay Bee Mobile Villa MHP,16131,296,280,1,0.00,26,0,MED
72719265,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
72719273,Shelby's Trailer Park,16131,296,224,0,0.00,29,0,OK
72719307,Little Acres MHC,17037,344,249,1,0.45,74,0,MED
72719315,Parker MHC,17037,344,279,1,0.02,64,0,MED
72719323,Wildwood Estates MHC,16185,314,279,1,0.00,63,2,MED
72719356,Roosevelt MHC,17037,344,188,1,0.01,85,0,MED
72719364,Estancia MHP,15147,256,195,0,0.00,28,0,OK
72719398,Estancia MHP,15147,256,195,0,0.00,31,0,OK
72719414,Big Country Mobile Home & RV Park,16130,296,188,0,0.00,30,0,OK
72719422,Estancia MHP,16022,260,195,0,0.00,30,0,OK
72719430,Rusk MHC,17037,344,255,1,0.05,64,0,MED
72719448,Freedom MHP,363,219,262,0,0.00,60,0,OK
72719455,Parker MHC,362,209,280,0,0.00,60,0,OK
72719471,Stafford MHC,363,219,274,1,0.00,58,0,MED
72719489,Highlands MHC,16185,314,208,1,0.00,119,2,MED
72719497,Shelby's Trailer Park,16131,296,224,0,0.00,41,0,OK
72719505,Ponderosa MHC,17037,344,259,3,0.02,60,0,HIGH
72719513,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,30,0,MED
72719539,Highlands MHC,16185,314,206,1,0.00,126,2,MED
72719554,Big Country Mobile Home & RV Park,17037,344,188,1,0.03,63,0,MED
72719570,Eastwood Hills MHC,362,209,274,0,0.00,31,0,OK
72719588,Backwater MHC,17032,344,259,1,0.03,63,0,MED
72719620,Rusk MHC,17037,344,206,1,0.67,57,0,HIGH
72719638,Parker MHC,362,209,274,0,0.00,60,0,OK
72719646,Hillview MHC,16131,296,239,2,0.00,28,0,MED
72719661,Oaklawn Park HOA,15090,254,188,0,0.00,30,0,OK
72719679,Tuttle Estates MHC,17037,344,188,1,0.03,58,0,MED
72719687,Virginia Beach,17037,344,249,1,0.21,72,0,MED
72719695,Big Country Mobile Home & RV Park,17037,344,188,1,0.01,206,0,MED
72719711,Parker MHC,16185,314,279,1,0.00,60,2,MED
72719729,Riverview Apartments MF,17037,344,275,0,0.03,60,0,OK
72719760,Rusk MHC,17037,344,255,1,0.02,62,0,MED
72719778,Wildwood Estates MHC,16185,314,279,1,0.00,60,2,MED
72719786,Eastwood Hills MHC,362,209,279,0,0.00,60,0,OK
72719794,North Ewing Townhomes,16185,314,279,1,0.00,58,2,MED
72719802,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,30,0,MED
72719810,Wildwood Estates MHC,16185,314,280,1,0.00,60,2,MED
72719828,Riverview Apartments MF,17037,344,275,1,0.67,27,0,HIGH
72719844,Parker MHC,16185,314,279,1,0.00,60,2,MED
72719851,Piney Park,16185,314,255,1,0.00,58,2,MED
72719869,Spruce Valley Condominiums,16185,314,279,1,0.00,58,0,MED
72719885,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,30,0,MED
72719927,Kay Bee Mobile Villa MHP,16185,314,276,2,0.40,58,2,MED
72719943,Wildwood Village MHC,16185,314,279,1,0.00,58,2,MED
72719950,Oaklawn Park HOA,15090,254,188,0,0.00,30,0,OK
72719968,Azulejo,362,209,255,0,0.00,60,0,OK
72719976,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,30,0,OK
72720008,Freedom MHP,363,219,262,0,0.00,60,0,OK
72720016,Hillview MHC,16131,296,239,0,0.00,29,0,OK
72720024,Eastwood Hills MHC,362,209,280,0,0.00,31,0,OK
72720032,Noble Estates MHC,17032,344,250,3,0.03,40,0,HIGH
72720040,Eastwood Hills MHC,16185,314,274,1,0.00,58,2,MED
72720057,Kingsbrook MHC,16131,296,274,0,0.00,29,0,OK
72720065,Eastwood Hills MHC,362,209,275,0,0.00,62,0,OK
72720073,Wildwood Estates MHC,16185,314,279,1,0.00,56,2,MED
72720115,Kingsbrook MHC,16131,296,274,0,0.00,29,0,OK
72720131,Ridge Crest MHC,362,209,262,0,0.00,60,0,OK
72720149,Eastwood Hills MHC,362,209,274,0,0.00,52,0,OK
72720156,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
72720164,Oak Tree MHP,16130,296,280,0,0.00,31,0,OK
72720172,Wildwood Estates MHC,362,209,280,0,0.00,23,0,OK
72720180,Azulejo,16022,260,255,1,0.00,32,0,MED
72720206,Hillview MHC,16185,314,259,2,0.00,59,0,MED
72720222,Riverview Apartments MF,17037,344,275,1,0.02,61,0,MED
72720230,Paradise Village Cooperative MHC,15154,260,265,0,0.00,30,0,OK
72720248,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,30,0,OK
72720263,8 OnElaine,17037,344,280,5,0.02,60,0,HIGH
72720271,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,30,0,MED
72720289,Azulejo,362,209,255,0,0.00,60,0,OK
72720297,Rusk MHC,17037,344,255,1,0.05,64,0,MED
72720313,Hillview MHC,16131,296,259,0,0.00,30,0,OK
72720321,Oaklawn Park HOA,15090,254,280,0,0.00,27,0,OK
72720339,Wildwood Estates MHC,16185,314,279,1,0.00,61,2,MED
72720347,Piney Park,16185,314,259,1,0.00,61,2,MED
72720354,Eastwood Hills MHC,362,209,279,0,0.00,61,0,OK
72720404,Rusk MHC,17037,344,255,1,0.05,64,0,MED
72720412,Eastwood Hills MHC,16131,296,274,0,0.00,30,0,OK
72720420,Eastwood Hills MHC,17037,344,277,3,0.03,40,0,HIGH
72720438,Paradise Village Cooperative MHC,15154,260,265,0,0.00,30,0,OK
72720453,Eastwood Hills MHC,362,209,274,0,0.00,59,0,OK
72720461,Oaklawn Park HOA,15090,254,265,0,0.00,30,0,OK
72720479,Wildwood Estates MHC,16185,314,279,1,0.00,60,2,MED
72720495,Eastwood Hills MHC,362,209,279,0,0.00,60,0,OK
72720503,Azulejo,17037,344,255,1,0.63,63,0,HIGH
72720511,Oaklawn Park HOA,16131,296,188,0,0.00,29,0,OK
72720529,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,26,0,OK
72720552,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,31,0,MED
72720560,Eastwood Hills MHC,362,209,280,0,0.00,59,0,OK
72720578,Backwater MHC,17032,344,280,1,0.59,68,0,HIGH
72720594,Tuttle Estates MHC,16130,296,188,1,0.00,29,0,MED
72720602,Little Acres MHC,17037,344,249,1,0.04,51,0,MED
72720610,Oak Tree MHP,16131,296,280,0,0.00,31,0,OK
72720628,Kachina,16131,296,262,0,0.00,30,0,OK
72720636,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,29,0,OK
72720677,Riverview Apartments MF,17037,344,275,1,0.18,33,0,MED
72720685,Eastwood Hills MHC,16185,314,279,1,0.00,60,2,MED
72720719,Forest at Sherman MHC,16131,296,279,0,0.00,28,0,OK
72720727,Spruce Valley Condominiums,16185,314,279,1,0.00,59,2,MED
72720735,Kay Bee Mobile Villa MHP,16131,296,280,0,0.00,29,0,OK
72720743,Azulejo,362,209,259,0,0.00,60,0,OK
72720750,Estancia MHP,15147,256,195,0,0.00,30,0,OK
72720784,Kay Bee Mobile Villa MHP,16131,296,280,0,0.00,36,0,OK
72720826,Eastwood Hills MHC,362,209,279,0,0.00,66,0,OK
72720834,Kay Bee Mobile Villa MHP,16131,296,280,0,0.00,30,0,OK
72720842,Roosevelt MHC,16185,314,188,0,0.00,57,2,OK
72720875,Kingsbrook MHC,16131,296,274,0,0.00,30,0,OK
72720925,Crystal Acres MHC,17032,344,255,1,0.60,75,0,HIGH
72720933,Eastwood Hills MHC,16185,314,274,1,0.00,60,2,MED
72720958,Kingsbrook MHC,16131,296,274,0,0.00,30,0,OK
72720966,Oaklawn Park HOA,15090,254,188,0,0.00,29,0,OK
72721006,Big Country Mobile Home & RV Park,16131,296,188,1,0.00,30,0,MED
72721014,Oaklawn Park HOA,15090,254,280,0,0.00,28,0,OK
72721022,Flower Mound MHC,362,209,274,1,0.00,59,0,MED
72721030,Piney Park,16185,314,259,1,0.00,55,2,MED
72721048,North Ewing Townhomes,16185,314,279,1,0.00,52,2,MED
72721089,Eastwood Hills MHC,362,209,275,0,0.00,58,0,OK
72721097,Oak Grove MHC,362,209,259,0,0.00,60,0,OK
72721105,Parker MHC,16185,314,280,1,0.00,59,2,MED
72721113,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
72721121,Rusk MHC,17037,344,255,1,0.04,49,0,MED
72721147,Green Acres MHC,362,209,259,0,0.00,59,0,OK
72721154,Riverview Apartments MF,17037,344,275,1,0.04,48,0,MED
72721162,Parker MHC,16185,314,280,1,0.03,78,2,MED
72721170,Parker MHC,362,209,274,1,0.00,60,0,MED
72721188,Paradise Village Cooperative MHC,15154,260,265,0,0.00,28,0,OK
72721196,Eastwood Hills MHC,17037,344,280,1,0.02,58,0,MED
72721212,North Ewing Townhomes,16185,314,279,1,0.00,62,2,MED
72721220,Eastwood Hills MHC,362,209,279,0,0.00,58,0,OK
72721238,Eastwood Hills MHC,17037,344,277,1,0.05,62,0,MED
72721246,Rusk MHC,17037,344,255,1,0.05,65,0,MED
72721253,Eastwood Hills MHC,362,209,279,0,0.00,60,0,OK
72721261,Eastwood Hills MHC,362,209,279,0,0.00,60,1,OK
72721279,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,28,0,OK
72721287,Kay Bee Mobile Villa MHP,16131,296,280,0,0.00,30,0,OK
72721303,Eastwood Hills MHC,362,209,277,0,0.00,58,0,OK
72721329,Maple Run MHC,362,209,277,0,0.00,61,0,OK
72721345,Kachina,16185,314,262,1,0.00,74,2,MED
72721402,Freedom MHP,363,219,262,0,0.00,59,0,OK
72721410,Crystal Acres MHC,17032,344,255,1,0.68,78,0,HIGH
72721428,Mountaineer Village MHC,15085,254,279,0,0.00,30,2,OK
72721451,Paradise Village Cooperative MHC,15154,260,265,0,0.00,30,0,OK
72721477,Hillview MHC,16185,314,259,1,0.02,58,0,MED
72721501,Parker MHC,16185,314,280,1,0.00,60,2,MED
72721543,Wildwood Village MHC,16185,314,279,1,0.00,66,2,MED
72721550,Stafford MHC,363,219,280,0,0.00,59,0,OK
72721584,Kay Bee Mobile Villa MHP,16185,314,280,1,0.02,62,2,MED
72721600,Oak Grove MHC,362,209,259,0,0.00,60,0,OK
72721618,Eastwood Hills MHC,362,209,279,0,0.00,60,0,OK
72721626,Eastwood Hills MHC,362,209,280,0,0.00,32,0,OK
72721634,Eastwood Hills MHC,362,209,277,0,0.00,60,0,OK
72721659,Ponderosa MHC,17037,344,259,2,0.02,53,0,MED
72721675,Sunview MHP,17037,344,265,1,0.85,91,0,HIGH
72721683,Azulejo,362,209,255,0,0.00,60,0,OK
72721691,Riverview Apartments MF,17037,344,275,1,0.02,62,0,MED
72721725,Wildwood Estates MHC,16185,314,279,1,0.00,59,2,MED
72721741,Estancia MHP,16185,314,280,1,0.00,57,2,MED
72721782,Azulejo,362,209,259,0,0.00,60,0,OK
72721790,Spruce Valley Condominiums,16185,314,279,1,0.00,60,2,MED
72721816,Parker MHC,16131,296,279,1,0.00,36,0,MED
72721832,Freedom MHP,363,219,262,0,0.00,30,0,OK
72721840,Eastwood Hills MHC,16185,314,279,1,0.00,60,2,MED
72721865,Kay Bee Mobile Villa MHP,17037,344,280,1,0.03,62,0,MED
72721873,Hillview MHC,16131,296,259,0,0.00,30,0,OK
72721881,Maple Run MHC,362,209,277,0,0.00,61,0,OK
72721907,Rusk MHC,17037,344,255,1,0.05,64,0,MED
72721915,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,31,0,MED
72721931,Wildwood Estates MHC,16185,314,279,1,0.00,60,2,MED
72721949,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,28,0,OK
72721956,Kay Bee Mobile Villa MHP,16131,296,265,0,0.40,30,1,MED
72721972,521 Melba Condominiums,16185,314,279,1,0.00,60,2,MED
72722004,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,29,0,OK
72722020,Hillview MHC,16131,296,239,0,0.00,30,0,OK
72722046,Crystal Acres MHC,17032,344,262,2,0.52,58,0,HIGH
72722053,8 OnElaine,16185,314,276,2,0.00,60,2,MED
72722061,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,29,0,MED
72722079,Mountaineer Village MHC,15085,254,279,0,0.00,31,0,OK
72722111,Freedom MHP,16131,296,262,0,0.00,138,0,OK
72722145,Azulejo,362,209,259,0,0.00,59,0,OK
72722152,Virginia Beach,17037,344,280,1,0.03,216,0,MED
72722160,Oaklawn Park HOA,16185,314,280,1,0.02,49,2,MED
72722178,Wildwood Estates MHC,362,209,279,0,0.00,59,0,OK
72722186,Backwater MHC,17032,344,262,1,0.67,75,0,HIGH
72722228,Hillview MHC,16131,296,239,0,0.00,30,0,OK
72722236,Estancia MHP,17037,344,280,1,0.01,166,0,MED
72722244,Eastwood Hills MHC,362,209,279,0,0.00,58,0,OK
72722269,Kay Bee Mobile Villa MHP,16185,314,265,1,0.05,66,2,MED
72722277,Maple Run MHC,362,209,280,0,0.00,54,0,OK
72722293,Spruce Valley Condominiums,16185,314,279,1,0.00,56,2,MED
72722301,Tuttle Estates MHC,17037,344,188,1,0.03,64,0,MED
72722319,Eastwood Hills MHC,362,209,279,0,0.00,58,0,OK
72722327,Eastwood Hills MHC,16185,314,274,1,0.00,60,2,MED
72722335,Midtown MHP,15090,254,188,0,0.00,30,0,OK
72722343,Kay Bee Mobile Villa MHP,16131,296,275,0,0.00,30,0,OK
72722368,Hillview MHC,16131,296,239,0,0.00,30,0,OK
72722376,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,30,0,OK
72722384,Wildwood Village MHC,16185,314,279,1,0.00,61,2,MED
72722400,Wildwood Village MHC,362,209,279,0,0.00,60,0,OK
72722434,Hillview MHC,17037,344,239,2,0.08,62,0,MED
72722459,Spruce Valley Condominiums,16185,314,279,1,0.13,63,0,MED
72722467,Kingsbrook MHC,16131,296,274,0,0.00,30,0,OK
72722491,Oaklawn Park HOA,15090,254,188,0,0.00,30,0,OK
72722509,Wildwood Village MHC,17037,344,279,1,0.01,67,0,MED
72722517,Hillview MHC,16185,314,239,1,0.00,60,2,MED
72722525,Maple Run MHC,362,209,277,0,0.00,56,0,OK
72722558,Rusk MHC,17037,344,280,1,0.75,81,0,HIGH
72722574,Riverview Apartments MF,17037,344,275,1,0.03,64,0,MED
72722582,Little Acres MHC,17037,344,249,1,0.04,52,0,MED
72722632,Wildwood Estates MHC,362,209,280,0,0.00,60,0,OK
72722640,Maple Run MHC,362,265,277,0,1.00,118,0,HIGH
72722673,Southern Cross MHC,362,209,220,0,0.00,60,0,OK
72722699,Hillview MHC,16185,314,239,1,0.03,77,2,MED
72722707,Patrick 5YR,362,209,276,0,0.00,59,0,OK
72722723,Coleman Village MHC,16185,314,279,1,0.00,60,2,MED
72722731,Eastwood Hills MHC,16022,260,274,0,0.00,30,0,OK
72722749,Oak Tree MHP,16131,296,280,0,0.00,30,0,OK
72722756,Eastwood Hills MHC,16185,314,280,1,0.00,62,2,MED
72722764,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
72722772,Spruce Valley Condominiums,16185,314,279,1,0.00,57,2,MED
72722798,Needham MHP,362,209,255,0,0.00,59,0,OK
72722806,Estancia MHP,15147,256,195,0,0.00,31,0,OK
72722814,Parker MHC,362,209,279,0,0.00,60,43,OK
72722822,Eastwood Hills MHC,16185,314,280,1,0.00,59,2,MED
72722848,Hillview MHC,17037,344,262,2,0.05,101,0,MED
72722855,Maple Run MHC,362,209,277,0,0.00,58,0,OK
72722863,Wildwood Village MHC,362,209,279,0,0.00,62,0,OK
72722871,Eastwood Hills MHC,362,209,274,0,0.00,59,0,OK
72722889,Eastwood Hills MHC,362,209,274,0,0.00,58,0,OK
72722897,Riverview Apartments MF,17037,344,275,0,0.21,28,0,MED
72722905,Estancia MHP,16185,314,280,1,0.00,56,2,MED
72722913,Riverview Apartments MF,17037,344,275,1,0.02,62,0,MED
72722921,Crystal Acres MHC,17032,344,259,0,0.59,70,0,HIGH
72722954,Wildwood Estates MHC,17037,344,279,1,0.01,98,0,MED
72722962,Hillview MHC,17037,344,201,1,0.23,64,0,MED
72722988,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
72722996,Estancia MHP,17037,344,195,1,0.03,79,0,MED
72723028,Azulejo,362,209,259,0,0.00,60,0,OK
72723036,Virginia Beach,17037,344,259,1,0.11,74,0,MED
72723051,Little Acres MHC,17037,344,249,1,0.08,52,0,MED
72723069,Spruce Valley Condominiums,16185,314,279,1,0.00,62,2,MED
72723077,Backwater MHC,17032,344,277,1,0.65,69,0,HIGH
72723085,Roosevelt MHC,17037,344,186,1,0.02,61,0,MED
72723093,Parker MHC,17037,344,274,2,0.01,162,0,MED
72723101,Country Edge MHC,362,209,223,0,0.00,60,0,OK
72723119,Eastwood Hills MHC,362,209,280,0,0.00,58,0,OK
72723127,Eastwood Hills MHC,16022,260,277,1,0.00,30,0,MED
72723168,Kay Bee Mobile Villa MHP,16165,302,276,1,0.07,58,0,MED
72723192,Freedom MHP,16022,260,262,0,0.00,30,0,OK
72723218,Eastwood Hills MHC,362,209,280,0,0.00,52,0,OK
72723234,Hydetown Mobile Estates,15091,255,188,0,0.00,30,0,OK
72723267,Spruce Valley Condominiums,16185,314,279,1,0.00,59,2,MED
72723283,Crystal Acres MHC,17032,344,259,1,0.07,61,0,MED
72723291,Eastwood Hills MHC,362,209,279,0,0.00,60,0,OK
72723309,Kay Bee Mobile Villa MHP,16131,296,275,1,0.00,32,0,MED
72723325,Oak Grove MHC,362,209,259,0,0.00,60,0,OK
72723333,103 West Broadway,362,209,259,0,0.00,59,0,OK
72723341,North Ewing Townhomes,16185,314,279,1,0.00,60,2,MED
72723358,Country Edge MHC,362,209,223,0,0.00,59,0,OK
72723366,Shelby's Trailer Park,17037,344,223,1,0.31,97,0,MED
72723382,Coleman Village MHC,15154,260,201,0,0.00,30,0,OK
72723390,Wildwood Estates MHC,16185,314,279,1,0.00,59,2,MED
72723408,Country Edge MHC,16131,296,223,0,0.00,30,0,OK
72723416,Rusk MHC,17037,344,280,1,0.65,57,0,HIGH
72723440,Roosevelt MHC,16131,296,188,0,0.00,30,0,OK
72723457,Estancia MHP,16185,314,195,1,0.00,56,2,MED
72723465,Shelby's Trailer Park,16131,296,223,0,0.00,30,0,OK
72723473,Oaklawn Park HOA,15090,254,188,0,0.00,31,0,OK
72723507,Mill Creek Estates,363,219,188,0,0.00,59,0,OK
72723515,Rusk MHC,17037,344,255,1,0.05,65,0,MED
72723531,Southern Cross MHC,362,209,206,0,0.00,60,0,OK
72723549,Pleasant Acres,16131,296,188,0,0.00,28,0,OK
72723556,Estancia MHP,15147,256,195,0,0.00,37,0,OK
72723572,Oak Forest Estate MHC,17037,344,188,1,0.03,59,0,MED
72723580,Running Springs MHP,16185,314,220,1,0.00,59,0,MED
72723598,CJ,17037,344,186,1,0.20,69,0,MED
72723614,Stafford MHC,16022,260,202,0,0.00,30,0,OK
72723622,Sunview MHP,17037,344,216,1,0.92,184,0,HIGH
72723648,Oaklawn Park HOA,15090,254,188,0,0.00,30,0,OK
72723655,Estancia MHP,15147,256,195,0,0.00,30,0,OK
72723671,Oak Forest Estate MHC,17037,344,188,1,0.10,60,0,MED
72723689,Shelby's Trailer Park,16131,296,223,0,0.00,28,0,OK
72723697,Roosevelt MHC,16131,296,202,1,0.00,29,0,MED
72723705,Parker MHC,16185,314,279,2,0.00,60,2,MED
72723713,Oaklawn Park HOA,15090,254,188,0,0.00,29,0,OK
72723739,Oaklawn Park HOA,15090,254,188,0,0.00,30,0,OK
72723754,CJ,16131,296,185,0,0.00,30,0,OK
72723762,Coleman Village MHC,17037,344,201,1,0.03,66,0,MED
72723788,Coleman Village MHC,17037,344,201,1,0.02,64,0,MED
72723812,Eastwood Hills MHC,362,209,202,0,0.00,58,0,OK
72723838,Roosevelt MHC,16131,296,188,0,0.00,32,0,OK
72723887,Highlands MHC,362,209,206,0,0.00,62,0,OK
72723895,Hillview MHC,16185,314,201,2,0.00,67,2,MED
72723903,Sunview MHP,17037,344,188,1,0.88,115,0,HIGH
72723911,Big Country Mobile Home & RV Park,17037,344,188,1,0.03,68,0,MED
72723929,Roosevelt MHC,16185,314,186,0,0.00,60,2,OK
72723945,Estancia MHP,16185,314,195,1,0.00,55,2,MED
72723952,Roosevelt MHC,16131,296,188,0,0.00,30,0,OK
72723960,Country Edge MHC,362,209,223,0,0.00,59,0,OK
72723986,Oaklawn Park HOA,15090,254,188,0,0.00,28,0,OK
72723994,Tuttle Estates MHC,17037,344,188,2,0.00,18,0,MED
72724000,Estancia MHP,15147,256,195,0,0.00,29,0,OK
72724034,Parkview MHP,17037,344,165,1,0.03,64,0,MED
72724042,Riverview Apartments MF,17037,344,275,1,0.04,48,0,MED
72724075,Oak Forest Estate MHC,17037,344,188,1,0.04,68,0,MED
72724109,Estancia MHP,15147,256,195,0,0.00,27,0,OK
72724117,Estancia MHP,15147,256,195,0,0.00,29,0,OK
72724125,Estancia MHP,15147,256,195,0,0.00,29,0,OK
72724133,Big Country Mobile Home & RV Park,16131,296,188,1,0.00,30,0,MED
72724141,Southern Cross MHC,362,209,220,0,0.00,60,0,OK
72724166,Estancia MHP,15147,256,195,0,0.00,30,0,OK
72724174,Oaklawn Park HOA,15090,254,213,0,0.00,29,0,OK
72724182,Parkview MHP,16185,314,259,1,0.00,59,2,MED
72724190,Shelby's Trailer Park,16131,296,224,0,0.00,30,0,OK
