serial,property,fwVer,fwVerTi,ageDays,dropouts120d,qual0frac30d,qualN,hardResets,tier
70258569,Aurora MHC,16022,260,412,0,0.00,30,0,OK
70258577,Maple Run MHP,362,209,406,0,0.00,60,0,OK
70258585,Sunview GenII,17037,344,399,1,0.03,63,0,MED
70258593,Fair Meadows MHC,16022,260,406,0,0.00,30,0,OK
70258619,Green Grove Trailer Court MHC,16131,296,399,0,0.00,54,0,OK
70258627,Stafford MHC,363,219,404,0,0.00,61,0,OK
70258643,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
70258650,2Freedom,17037,344,399,1,0.09,45,0,MED
70258684,High Street,16022,260,424,0,0.00,28,0,OK
70258692,Rusk MHC,17037,344,314,0,0.79,98,0,HIGH
70258726,Kingsbrook MHC,16131,296,413,0,0.00,28,0,OK
70258734,Estancia MHP,15147,256,406,0,0.00,30,0,OK
70258791,Flower Mound MHC,362,209,314,0,0.00,59,0,OK
70258833,Maple Run MHP,362,209,404,0,0.00,59,0,OK
70258841,Carolina Springs MHP,16131,296,328,0,0.00,28,0,OK
70258858,Carolina Springs MHP,16131,296,326,0,0.00,9,0,OK
70258874,Backwater MHC,17037,344,314,2,0.14,76,0,MED
70258882,Westview Mobile Estates MHC,17037,344,362,1,0.02,60,0,MED
70258924,Coleman Village,16185,314,399,1,0.00,60,2,MED
70258932,Ontario Place MHC,17037,344,326,1,0.03,68,0,MED
70258940,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70258957,Aurora MHC,16130,296,413,0,0.00,30,0,OK
70258973,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70258999,La Comunidad MHC,16185,314,314,1,0.00,60,2,MED
70259013,Aurora MHC,16185,314,412,1,0.00,60,2,MED
70259021,Paradise Village Cooperative MHC,15154,260,265,0,0.00,33,0,OK
70259039,Coleman Village,17037,344,399,1,0.03,63,0,MED
70259054,Ontario Place MHC,17037,344,399,1,0.04,45,0,MED
70259062,Flower Mound MHC,16185,314,314,1,0.00,58,2,MED
70259070,Brighton Court MHP,15090,254,309,0,0.00,30,0,OK
70259096,Aurora MHC,16185,314,412,1,0.00,60,2,MED
70259120,Aurora MHC,16131,296,399,0,0.00,30,0,OK
70259146,Green Grove Trailer Court MHC,16131,296,399,0,0.00,28,0,OK
70259153,Oak Forest Estate MHC,17037,344,404,2,0.46,78,0,MED
70259161,Aurora MHC,16185,314,413,1,0.00,60,2,MED
70259179,Aurora MHC,16131,296,413,0,0.00,30,0,OK
70259187,Rusk MHC,17037,344,255,1,0.05,63,0,MED
70259195,Ontario Place MHC,16185,314,399,1,0.00,58,2,MED
70259229,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70259237,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70259245,Carolina Springs MHP,362,209,326,0,0.00,58,0,OK
70259260,Carolina Springs MHP,362,209,326,0,0.00,60,0,OK
70259286,Hoosier Park MHC,17037,344,314,1,0.06,70,0,MED
70259328,Maple Run MHP,362,209,404,0,0.00,60,0,OK
70259336,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70259351,Ontario Place MHC,16185,314,404,1,0.00,53,2,MED
70259401,Parkway MHC,16022,260,404,0,0.00,30,0,OK
70259427,PW2,16022,260,399,0,0.00,30,0,OK
70259435,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70259476,Backwater MHC,17032,344,309,1,0.65,84,58,HIGH
70259484,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70259492,Maple Run MHP,362,209,404,0,0.00,58,0,OK
70259518,Piney Park,16185,314,425,1,0.12,98,0,MED
70259567,Coleman Village,16185,314,399,1,0.00,60,2,MED
70259575,La Comunidad MHC,17037,344,314,1,0.01,161,0,MED
70259583,La Comunidad MHC,16185,314,314,1,0.00,62,2,MED
70259625,Carolina Springs MHP,362,209,328,0,0.00,58,0,OK
70259633,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70259658,Aurora MHC,16022,260,412,0,0.00,30,0,OK
70259666,Piney Park,16185,314,425,1,0.00,57,2,MED
70259674,Aurora MHC,16022,260,399,0,0.00,30,0,OK
70259690,Jefferson,16131,296,425,0,0.00,30,0,OK
70259708,Green Grove Trailer Court MHC,16131,296,404,0,0.00,30,0,OK
70259716,Maple Run MHP,362,209,406,0,0.00,60,0,OK
70259732,Oak Forest Estate MHC,17037,344,413,1,0.04,57,0,MED
70259740,Country Squire MHC,16185,314,404,2,0.00,64,0,MED
70259773,Coleman Village,17037,344,399,1,0.10,41,0,MED
70259781,Maple Run MHP,362,209,404,0,0.00,51,0,OK
70259807,Ontario Place MHC,16185,314,326,1,0.00,57,2,MED
70259823,Eastwood Hills MHC,362,209,274,0,0.00,60,0,OK
70259849,Estancia MHP,15147,256,399,0,0.00,30,0,OK
70259856,Oaklawn Park HOA,15090,254,399,0,0.00,30,0,OK
70259864,East Barre MHP,16185,314,312,1,0.00,62,2,MED
70259872,La Comunidad MHC,362,209,325,0,0.00,60,0,OK
70259898,Roosevelt MHC,16131,296,404,0,0.00,30,0,OK
70259906,PW2,16185,314,399,1,0.00,62,2,MED
70259914,Parkway MHC,16022,260,404,0,0.03,30,0,OK
70259922,Coleman Village,15154,260,399,0,0.00,30,0,OK
70259930,Coleman Village,15154,260,399,0,0.00,30,0,OK
70259971,Parkway MHC,16022,260,425,0,0.00,30,0,OK
70259989,Green Grove Trailer Court MHC,16131,296,425,0,0.00,21,0,OK
70259997,Green Grove Trailer Court MHC,16131,296,399,0,0.00,30,0,OK
70260037,Forest at Sherman MHC,16185,314,406,1,0.00,60,2,MED
70260045,Arizona Manor,16185,314,342,1,0.00,59,2,MED
70260052,Ontario Place MHC,17037,344,404,1,0.03,68,0,MED
70260078,The Oaks MHC,16131,296,399,0,0.00,30,0,OK
70260094,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70260128,Broken Arrow MHP,16131,296,424,0,0.00,35,0,OK
70260151,Maple Run MHP,362,209,405,0,0.00,60,0,OK
70260169,Backwater MHC,17037,344,314,1,0.07,46,0,MED
70260177,Alta Vista MHC,363,219,405,0,0.00,60,0,OK
70260185,Kachina,16131,296,404,0,0.00,30,0,OK
70260193,Parkway MHC,16022,260,425,0,0.00,30,0,OK
70260201,Maple Run MHC,362,209,413,0,0.00,59,0,OK
70260219,Maple Run MHP,362,209,405,0,0.00,61,0,OK
70260235,Coleman Village,16185,314,399,1,0.00,60,2,MED
70260250,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
70260268,Aurora MHC,16185,314,404,1,0.00,80,2,MED
70260276,Roosevelt MHC,16131,296,404,0,0.00,30,0,OK
70260284,Forest at Sherman MHC,16185,314,404,1,0.00,62,2,MED
70260300,Lakeroad Village RV Park,16022,260,309,0,0.00,29,0,OK
70260318,La Comunidad MHC,16185,314,314,1,0.00,59,2,MED
70260326,Oaklawn Park HOA,15090,254,425,0,0.00,30,0,OK
70260342,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70260375,Kingsbrook MHC,16022,260,404,0,0.00,30,0,OK
70260383,Estancia MHP,16185,314,399,1,0.03,64,2,MED
70260391,Parkview MHP,16185,314,405,1,0.00,60,2,MED
70260409,High Street,15147,256,424,0,0.00,29,0,OK
70260425,Maple Run MHP,362,209,405,0,0.00,60,0,OK
70260458,Lakeroad Village RV Park,362,209,309,0,0.00,60,0,OK
70260474,Backwater MHC,17032,344,314,1,0.03,63,0,MED
70260490,East Barre MHP,362,209,312,0,0.00,58,0,OK
70260524,Forest at Sherman MHC,16185,314,424,1,0.00,60,2,MED
70260532,PW2,16022,260,425,0,0.00,30,0,OK
70260540,Whispering Pines Mobile Estates,16131,296,328,0,0.00,29,0,OK
70260565,Whispering Pines Mobile Estates,16131,296,326,0,0.00,29,0,OK
70260573,Swan Lake Estates,16193,320,424,1,0.15,66,0,MED
70260599,Kay Bee Mobile Villa MHP,16131,296,404,0,0.00,30,0,OK
70260607,Coleman Village,15154,260,399,0,0.00,30,0,OK
70260615,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
70260623,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70260649,Coleman Village,15154,260,399,0,0.00,30,0,OK
70260698,Aurora MHC,16131,296,399,0,0.00,30,0,OK
70260706,Ibiza Village2,17037,344,363,1,0.03,65,0,MED
70260714,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70260730,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70260748,Montgomery St Duplex,362,209,404,0,0.00,54,0,OK
70260755,Maple Run MHP,362,209,404,0,0.00,60,0,OK
70260797,Ontario Place MHC,17037,344,404,1,0.02,60,0,MED
70260854,Maple Run MHP,362,209,404,0,0.00,55,0,OK
70260862,PW2,16022,260,425,0,0.00,30,0,OK
70260888,La Comunidad MHC,16185,314,404,1,0.00,60,2,MED
70260912,Circle N Trailer Park,16185,314,404,1,0.02,86,2,MED
70260946,PW2,16022,260,425,0,0.00,30,0,OK
70260961,Maple Run MHP,362,209,405,0,0.00,60,0,OK
70260995,Coleman Village,17037,344,399,1,0.02,62,0,MED
70261001,PW2,16185,314,425,1,0.00,59,2,MED
70261035,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70261092,Parkway MHC,16022,260,399,0,0.00,30,0,OK
70261118,The Oaks MHC,16131,296,399,0,0.00,30,0,OK
70261126,Kingsbrook MHC,16131,296,399,0,0.00,30,0,OK
70261142,Ontario Place MHC,17037,344,404,1,0.03,61,0,MED
70261191,High Street,15147,256,424,0,0.00,30,0,OK
70261209,Ontario Place MHC,16185,314,404,1,0.00,52,2,MED
70261217,Roosevelt MHC,16022,260,404,0,0.00,30,0,OK
70261274,La Comunidad MHC,362,209,309,0,0.00,59,0,OK
70261290,PW2,17037,344,399,1,0.00,317,0,MED
70261308,Aurora MHC,16185,314,413,1,0.00,64,2,MED
70261332,Coleman Village,15154,260,399,0,0.00,30,0,OK
70261373,Dorr Drive MHP,17037,344,314,1,0.06,35,0,MED
70261381,High Street,15147,256,425,0,0.00,27,0,OK
70261399,Maple Run MHP,362,209,406,0,0.00,60,0,OK
70261407,High Street,16022,260,424,0,0.00,30,0,OK
70261423,Estancia MHP,15147,256,399,0,0.00,22,0,OK
70261431,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70261456,Oak Tree GenII,16131,296,404,0,0.00,30,0,OK
70261472,Piney Park,16185,314,425,0,0.00,59,0,OK
70261514,La Comunidad MHC,16185,314,325,1,0.00,53,2,MED
70261548,La Comunidad MHC,362,209,309,0,0.00,60,0,OK
70261555,High Street,15147,256,424,0,0.00,27,0,OK
70261563,Parker MHC,362,209,279,0,0.00,60,0,OK
70261589,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70261597,Maple Run MHP,362,209,404,0,0.00,60,0,OK
70261605,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70261613,Sunview MHP,17037,344,399,1,0.07,40,0,MED
70261639,Whispering Pines Mobile Estates,362,209,399,0,0.00,60,0,OK
70261647,Kingsbrook MHC,16131,296,404,0,0.00,27,0,OK
70261654,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70261670,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
70261688,Sara Drive MHP,362,209,404,0,0.00,60,0,OK
70261696,Maple Run MHC,362,209,404,0,0.00,60,0,OK
70261704,Coleman Village,15154,260,399,0,0.00,30,0,OK
70261712,Roosevelt MHC,16185,314,404,1,0.00,60,2,MED
70261746,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70261779,La Comunidad MHC,17037,344,309,1,0.02,62,0,MED
70261803,Sunview MHP,17037,344,399,1,0.07,40,0,MED
70261811,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70261829,Aurora MHC,16022,260,404,0,0.00,30,0,OK
70261837,Coleman Village,17037,344,399,2,0.01,68,0,MED
70261845,Estancia MHP,15147,256,399,0,0.00,31,0,OK
70261860,Aurora MHC,16022,260,413,0,0.00,31,0,OK
70261886,Estancia MHP,15147,256,406,0,0.00,30,0,OK
70261894,Roosevelt MHC,16185,314,404,1,0.03,68,2,MED
70261928,The Oaks MHC,16131,296,425,0,0.00,30,0,OK
70261944,Green Grove Trailer Court MHC,16131,296,404,0,0.00,27,0,OK
70261977,Deer Lake MHC,16131,296,404,0,0.00,31,0,OK
70261985,Holly Tree MHP,16185,314,328,1,0.00,60,2,MED
70262009,Oakwood MHP,16022,260,328,0,0.00,30,0,OK
70262058,Kingsbrook MHC,16131,296,399,0,0.00,29,0,OK
70262082,La Comunidad MHC,362,209,314,0,0.00,59,0,OK
70262108,Sunview MHP,17037,344,327,1,0.90,109,0,HIGH
70262116,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70262124,Carolina Springs MHP,362,209,326,0,0.00,59,0,OK
70262132,Carolina Springs MHP,362,209,326,0,0.00,59,0,OK
70262157,Carolina Springs MHP,16131,296,326,0,0.00,29,0,OK
70262165,Whispering Pines Mobile Estates,16131,296,328,0,0.00,30,0,OK
70262173,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
70262181,Ontario Place MHC,17037,344,326,1,0.03,69,0,MED
70262199,Holly Tree MHP,16185,314,328,1,0.00,47,2,MED
70262207,Oakwood MHP,16022,260,326,0,0.00,31,0,OK
70262215,Carolina Springs MHP,362,209,328,0,0.00,49,0,OK
70262249,Carolina Springs MHP,362,209,328,0,0.00,60,0,OK
70262256,Ontario Place MHC,16185,314,327,1,0.00,61,2,MED
70262272,Rustic Acres MHC,17037,344,327,1,0.02,86,0,MED
70262280,La Comunidad MHC,16185,314,309,1,0.00,70,2,MED
70262298,Ontario Place MHC,17037,344,326,1,0.02,110,0,MED
70262306,Whispering Pines Mobile Estates,16185,314,328,1,0.14,128,2,MED
70262314,Carolina Springs MHP,362,209,326,0,0.00,57,0,OK
70262348,Rustic Acres MHC,16185,314,327,1,0.00,55,2,MED
70262355,Whispering Pines Mobile Estates,16185,314,328,1,0.00,60,2,MED
70262363,Ontario Place MHC,16022,260,326,0,0.00,28,0,OK
70262371,Rustic Acres MHC,16185,314,327,1,0.00,60,2,MED
70262389,Rusk MHC,17037,344,314,1,0.02,61,0,MED
70262405,Parkway MHC,16022,260,399,0,0.00,30,0,OK
70262439,La Comunidad MHC,16185,314,309,1,0.00,70,2,MED
70262447,Whispering Pines Mobile Estates,17037,344,328,1,0.01,94,0,MED
70262454,Grand Central MHP,16131,296,309,0,0.00,30,0,OK
70262488,Carolina Springs MHP,362,209,326,0,0.00,59,0,OK
70262496,Virginia Beach,17037,344,335,1,0.16,67,0,MED
70262504,Stafford MHC,363,219,347,0,0.00,60,0,OK
70262512,Virginia Beach,17037,344,335,1,0.33,73,0,MED
70262520,Lakeroad Village RV Park,362,209,309,0,0.00,60,0,OK
70262538,Ontario Place MHC,16185,314,326,1,0.00,48,2,MED
70262546,Virginia Beach,17037,344,334,1,0.10,60,0,MED
70262553,Virginia Beach,17037,344,335,1,0.19,79,0,MED
70262579,Virginia Beach,17037,344,335,1,0.22,82,0,MED
70262587,Virginia Beach,17037,344,335,1,0.17,80,0,MED
70262595,Browns MHP,15154,260,327,0,0.00,30,0,OK
70262611,Carolina Springs MHP,362,209,328,0,0.00,56,0,OK
70262660,Virginia Beach,17037,344,335,1,0.09,64,0,MED
70262678,CJ,16131,296,333,0,0.00,30,0,OK
70262694,Backwater MHC,17032,344,314,1,0.02,86,0,MED
70262710,Stafford MHC,16185,314,361,1,0.00,60,2,MED
70262728,Stafford MHC,16131,296,362,0,0.00,30,0,OK
70262744,Virginia Beach,17037,344,335,1,0.28,69,0,MED
70262769,Parkview MHP,16130,296,342,0,0.00,31,0,OK
70262777,Virginia Beach,17037,344,361,1,0.52,97,0,HIGH
70262785,Stafford MHC,17037,344,347,2,0.02,84,0,MED
70262793,Pace East,16131,296,361,0,0.00,136,0,OK
70262827,Stafford MHC,363,219,347,0,0.00,60,0,OK
70262868,Virginia Beach,17037,344,335,1,0.15,68,0,MED
70262884,Holly Tree MHP,16185,314,342,1,0.00,59,2,MED
70262892,Stafford MHC,363,219,347,0,0.00,53,0,OK
70262900,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
70262918,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
70262934,Kingsbrook MHC,16131,296,362,0,0.00,30,0,OK
70262942,Lafountaine MHC,16131,296,361,0,0.00,30,0,OK
70262959,Virginia Beach,17037,344,333,1,0.22,85,0,MED
70262967,Arizona Manor,16185,314,342,1,0.00,60,2,MED
70262983,Pleasant Acres,16131,296,361,1,0.00,30,0,MED
70263007,North Creek Dr Duplex,362,209,285,0,0.00,60,0,OK
70263023,Stafford MHC,363,219,362,0,0.00,60,0,OK
70263031,Azulejo,362,209,255,0,0.00,60,0,OK
70263049,Chickadee Lane MHC,16185,314,361,1,0.00,62,0,MED
70263064,Stafford MHC,17037,344,347,2,0.02,64,0,MED
70263106,Sunview MHP,17037,344,399,1,0.07,41,0,MED
70263114,Aurora MHC,16131,296,399,0,0.00,30,0,OK
70263122,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70263148,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70263155,Green Acres MHC,16022,260,309,0,0.00,29,0,OK
70263171,Maple Run MHP,16022,260,406,0,0.00,33,1,OK
70263205,Whispering Pines Mobile Estates,362,209,328,0,0.00,58,0,OK
70263213,Maple Run MHP,362,209,404,0,0.00,60,0,OK
70263221,Ontario Place MHC,16185,314,327,0,0.00,60,2,OK
70263254,PW2,16185,314,399,1,0.00,64,2,MED
70263270,Parkwood,16022,260,312,0,0.00,30,0,OK
70263288,Piney Park,16185,314,425,1,0.00,60,0,MED
70263312,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70263346,Sunview GenII,17037,344,399,1,0.03,63,0,MED
70263379,Kingsbrook MHC,16131,296,425,0,0.00,27,0,OK
70263395,Estancia MHP,15147,256,413,0,0.00,30,0,OK
70263411,Carolina Springs MHP,362,209,328,0,0.00,60,0,OK
70263429,Whispering Pines Mobile Estates,362,209,326,0,0.00,60,0,OK
70263437,Whispering Pines Mobile Estates,16022,260,328,0,0.00,29,0,OK
70263460,Rustic Acres MHC,17037,344,327,1,0.02,84,0,MED
70263486,Rustic Acres MHC,16185,314,326,1,0.00,26,5948,HIGH
70263494,East Barre MHP,362,209,312,0,0.00,59,0,OK
70263502,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
70263510,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70263528,Virginia Beach,17037,344,334,1,0.10,70,0,MED
70263536,CJ,16131,296,361,0,0.00,30,0,OK
70263577,Carolina Springs MHP,362,209,328,0,0.00,59,0,OK
70263585,Whispering Pines Mobile Estates,362,209,328,0,0.00,61,0,OK
70263619,Ponderosa MHC,17037,344,361,1,0.03,68,0,MED
70263643,Coleman Village,16185,314,399,1,0.00,60,2,MED
70263650,Roosevelt MHC,16022,260,404,0,0.00,30,0,OK
70263684,Parkview MHP,17037,344,399,2,0.17,72,0,MED
70263700,The Oaks MHC,16131,296,399,0,0.00,30,0,OK
70263718,Kingsbrook MHC,16131,296,404,0,0.00,25,0,OK
70263726,Chickadee Lane MHC,16185,314,361,1,0.00,60,0,MED
70263734,Parkwood,16022,260,404,0,0.00,30,0,OK
70263742,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70263759,Paradise Village Cooperative MHC,15154,260,265,0,0.00,30,0,OK
70263767,Oak Forest Estate MHC,17037,344,413,1,0.04,57,0,MED
70263783,La Comunidad MHC,16185,314,325,1,0.00,60,2,MED
70263809,Carolina Springs MHP,16131,296,328,0,0.00,20,0,OK
70263817,Virginia Beach,17037,344,335,1,0.11,62,0,MED
70263825,Aurora MHC,17037,344,413,1,0.01,390,0,MED
70263833,Coleman Village,17037,344,399,1,0.03,64,0,MED
70263866,Kingsbrook MHC,16131,296,413,0,0.00,29,0,OK
70263916,Whispering Pines Mobile Estates,362,209,328,0,0.00,59,0,OK
70263932,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70263940,High Street,15147,256,424,0,0.00,24,0,OK
70263957,PW2,16185,314,399,1,0.00,60,2,MED
70263973,Parkview MHP,16130,296,425,0,0.00,31,0,OK
70263981,Sunview MHP,17037,344,399,1,0.08,38,0,MED
70263999,Crystal Acres MHC,17032,344,314,1,0.10,51,0,MED
70264005,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70264047,Piney Park,17037,344,425,1,0.01,191,0,MED
70264070,Ontario Place MHC,16185,314,404,1,0.00,60,2,MED
70264088,Carolina Springs MHP,16131,296,326,0,0.00,29,0,OK
70264104,High Street,15147,256,424,0,0.00,29,0,OK
70264112,Stafford MHC,363,219,363,0,0.00,60,0,OK
70264138,Parkway MHC,16022,260,404,0,0.00,30,0,OK
70264161,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70264179,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70264187,Alta Vista MHC,16131,296,404,0,0.00,29,0,OK
70264203,Country Squire MHC,16185,314,425,1,0.00,172,2,MED
70264211,Rustic Acres MHC,17037,344,326,1,0.01,73,0,MED
70264237,Ontario Place MHC,16022,260,404,0,0.00,27,0,OK
70264245,Jefferson,363,219,425,0,0.00,60,0,OK
70264252,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70264286,Aurora MHC,16131,296,425,0,0.00,30,0,OK
70264310,Hoosier Park MHC,17032,344,314,1,0.09,70,0,MED
70264344,Maple Run MHP,362,209,413,0,0.00,60,0,OK
70264351,Parkway MHC,16022,260,399,0,0.00,30,0,OK
70264435,PW2,16022,260,399,0,0.00,30,0,OK
70264484,Grand Central MHP,16185,314,309,1,0.00,60,2,MED
70264492,Aurora MHC,16131,296,413,0,0.00,30,0,OK
70264500,Maple Run MHP,362,209,404,0,0.00,58,0,OK
70264526,Maple Run MHP,16131,296,404,0,0.00,30,0,OK
70264534,Steve Schneiter 5YR 5plex-CO,17028,341,424,1,0.03,37,2,MED
70264559,Aurora MHC,16022,260,399,0,0.00,31,0,OK
70264567,Maple Run MHP,16022,260,404,0,0.00,30,0,OK
70264575,Maple Run MHP,362,209,404,0,0.00,56,0,OK
70264583,Ontario Place MHC,17037,344,327,1,0.03,67,0,MED
70264591,Maple Run MHP,16022,260,404,0,0.00,31,0,OK
70264609,Maple Run MHP,362,209,413,0,0.00,60,0,OK
70264617,PW2,16022,260,399,0,0.00,30,0,OK
70264625,PW2,16185,314,399,1,0.00,60,2,MED
70264666,Kingsbrook MHC,16131,296,399,0,0.00,30,0,OK
70264682,Stafford MHC,16022,260,363,0,0.00,29,0,OK
70264690,Aurora MHC,16022,260,404,0,0.00,30,0,OK
70264716,Maple Run MHC,362,209,404,0,0.00,60,0,OK
70264724,Estancia MHP,16185,314,425,1,0.00,60,2,MED
70264757,Maple Run MHC,362,209,404,0,0.00,60,0,OK
70264765,Alta Vista MHC,16185,314,404,1,0.00,59,2,MED
70264773,Forest at Sherman MHC,362,209,413,0,0.00,60,0,OK
70264781,Maple Run MHP,362,209,404,0,0.00,60,0,OK
70264807,Maple Run MHP,362,209,404,0,0.00,43,0,OK
70264815,PW2,16185,314,425,1,0.00,59,2,MED
70264872,Maple Run MHP,362,209,404,0,0.00,61,0,OK
70264880,Oak Forest Estate MHC,17037,344,425,2,0.47,81,0,MED
70264898,Estancia MHP,16185,314,406,1,0.00,64,2,MED
70264997,Alta Vista MHC,16185,314,404,1,0.00,60,2,MED
70265028,Maple Run MHP,16022,260,405,0,0.00,30,0,OK
70265044,Kingsbrook MHC,16022,260,404,0,0.00,30,0,OK
70265069,Rustic Acres MHC,17037,344,326,1,0.03,60,0,MED
70265077,Coleman Village,16185,314,399,1,0.00,60,2,MED
70265085,Kay Bee Mobile Villa MHP,16185,314,280,1,0.00,55,2,MED
70265093,Estancia MHP,15147,256,404,0,0.00,30,0,OK
70265101,Roosevelt MHC,16131,296,404,0,0.00,33,0,OK
70265119,Kingsbrook MHC,16131,296,404,0,0.00,31,0,OK
70265143,Kingsbrook MHC,16131,296,413,0,0.00,36,0,OK
70265176,Highland Terrace,16185,314,309,1,0.02,46,0,MED
70265192,Kingsbrook MHC,16131,296,404,0,0.00,30,0,OK
70265200,Alta Vista MHC,16131,296,413,0,0.00,60,0,OK
70265218,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70265226,Ibiza Village2,17037,344,314,1,0.04,49,0,MED
70265259,Coleman Village,15154,260,399,0,0.00,30,0,OK
70265267,La Comunidad MHC,16185,314,309,1,0.00,62,2,MED
70265275,Rusk MHC,17037,344,314,1,0.05,57,0,MED
70265283,Sara Drive MHP,362,209,413,0,0.00,59,0,OK
70265291,Estancia MHP,15147,256,406,0,0.00,30,0,OK
70265309,Maple Run MHP,16022,260,405,0,0.00,30,0,OK
70265333,Piney Park,16185,314,425,2,0.00,60,2,MED
70265366,High Street,15147,256,424,0,0.00,29,0,OK
70265382,Oaklawn Park HOA,15090,254,425,0,0.00,30,0,OK
70265390,PW2,16185,314,425,1,0.00,59,2,MED
70265416,Oaklawn Park HOA,15090,254,314,2,0.00,30,0,MED
70265424,Shenandoah Dr Triplex,362,209,285,0,0.00,60,0,OK
70265432,Ontario Place MHC,16185,314,326,0,0.00,60,2,OK
70265457,La Comunidad MHC,16185,314,309,1,0.00,59,2,MED
70265465,Maple Run MHP,362,209,406,0,0.00,61,0,OK
70265473,Estancia MHP,15147,256,413,0,0.00,30,0,OK
70265481,Parkview MHP,16130,296,314,0,0.00,31,0,OK
70265499,La Comunidad MHC,16185,314,309,1,0.00,64,2,MED
70265507,Sunnyvale MHP,362,209,309,0,0.00,58,0,OK
70265515,Whispering Pines Mobile Estates,362,209,328,0,0.00,59,0,OK
70265523,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
70265531,Chickadee Lane MHC,16185,314,326,1,0.00,60,2,MED
70265549,La Comunidad MHC,16185,314,325,1,0.00,58,2,MED
70265572,Whispering Pines Mobile Estates,362,209,326,0,0.00,58,0,OK
70265580,La Comunidad MHC,16185,314,309,1,0.00,59,2,MED
70265606,Whispering Pines Mobile Estates,16185,314,328,1,0.00,60,2,MED
70265622,Whispering Pines Mobile Estates,16185,314,328,1,0.00,60,2,MED
70265655,Carolina Springs MHP,17037,344,328,1,0.04,57,0,MED
70265663,Chickadee Lane MHC,16185,314,328,1,0.00,60,2,MED
70265671,Whispering Pines Mobile Estates,16131,296,328,0,0.00,30,0,OK
70265689,Carolina Springs MHP,362,209,328,0,0.00,58,0,OK
70265697,Sunview MHP,17037,344,314,1,0.65,31,0,HIGH
70265705,Ibiza Village2,17037,344,314,1,0.08,66,0,MED
70265721,La Comunidad MHC,16185,314,325,1,0.00,54,2,MED
70265739,Ibiza Village2,362,205,314,1,0.07,67,2,MED
70265754,Carolina Springs MHP,362,209,328,0,0.00,60,0,OK
70265770,Ibiza Village2,17037,344,314,1,0.11,54,0,MED
70265796,Ontario Place MHC,16022,260,327,0,0.00,30,0,OK
70265804,Westview Mobile Estates MHC,16185,314,362,1,0.00,59,2,MED
70265812,Maple Run MHP,362,209,405,0,0.00,60,0,OK
70265820,Stafford MHC,363,219,404,0,0.00,60,0,OK
70265853,Backwater MHC,17032,344,314,1,0.03,65,0,MED
70265887,Ibiza Village2,17028,343,314,1,0.08,65,0,MED
70265895,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
70265911,Country Squire MHC,16185,314,328,1,0.00,60,2,MED
70265937,Sunnyvale MHP,16131,296,309,0,0.00,29,0,OK
70265945,Flower Mound MHC,16185,314,314,1,0.00,64,2,MED
70265960,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70265978,Parkview MHP,17037,344,399,1,0.01,72,0,MED
70265986,Wildwood Estates MHC,16131,296,279,1,0.00,30,0,MED
