group,lever,serial,id,apt,tier,reported,draws,pos,neg,waterFlowDir_to_write
Kay Bee Mobile Villa MHP,16131/296,72718127,5d1bddf0-cfab-11f0-9bfa-a7eff651ff22,42,PIN,FLIPPED,FLIPPED,0,5570,2
Kay Bee Mobile Villa MHP,16131/296,72723309,caf91260-c813-11f0-9842-6d029661c338,43,PIN,NOT FLIPPED,NOT FLIPPED,5254,33,1
Kay Bee Mobile Villa MHP,16131/296,72714399,257be840-cfab-11f0-9bfa-a7eff651ff22,44,PIN,FLIPPED,FLIPPED,178,4425,2
Kay Bee Mobile Villa MHP,16131/296,72716816,13094fe0-cfab-11f0-9bfa-a7eff651ff22,45,PIN,FLIPPED,FLIPPED,0,5396,2
Kay Bee Mobile Villa MHP,16131/296,79463111,f21178a0-3a97-11f1-b198-172a4a9f25c9,46,PIN,FLIPPED,FLIPPED,0,5846,2
Kay Bee Mobile Villa MHP,16131/296,75373512,1836eb50-f23b-11f0-8900-8bd481ce9a44,47,PIN,FLIPPED,FLIPPED,0,2101,2
Kay Bee Mobile Villa MHP,16131/296,72717319,5d904aa0-cfab-11f0-9bfa-a7eff651ff22,48,PIN,NOT FLIPPED,NOT FLIPPED,4792,0,1
Kay Bee Mobile Villa MHP,16131/296,72721139,83b7b2a0-cf9b-11f0-9bfa-a7eff651ff22,49,PIN,FLIPPED,FLIPPED,0,5716,2
Kay Bee Mobile Villa MHP,16131/296,72722004,58e9f410-cfab-11f0-9bfa-a7eff651ff22,5,PIN,NOT FLIPPED,NOT FLIPPED,5383,0,1
Kay Bee Mobile Villa MHP,16131/296,79461065,b2302820-3a93-11f1-b198-172a4a9f25c9,50,PIN,FLIPPED,FLIPPED,0,5633,2
Kay Bee Mobile Villa MHP,16131/296,72722376,1c7c4780-cf9c-11f0-9bfa-a7eff651ff22,51,PIN,NOT FLIPPED,NOT FLIPPED,5403,0,1
Kay Bee Mobile Villa MHP,16131/296,70267461,674a3880-cfab-11f0-9bfa-a7eff651ff22,52,PIN,FLIPPED,FLIPPED,11,5776,2
Kay Bee Mobile Villa MHP,16131/296,72721956,c8e840b0-cf9b-11f0-9bfa-a7eff651ff22,53,PIN,FLIPPED,FLIPPED,164,1950,2
Kay Bee Mobile Villa MHP,16131/296,72388505,582dbe80-8384-11f0-8b4a-0d0197d44616,54,PIN,NOT FLIPPED,NOT FLIPPED,5156,31,1
Kay Bee Mobile Villa MHP,16131/296,79461289,ad479870-3a93-11f1-b198-172a4a9f25c9,56,PIN,FLIPPED,FLIPPED,0,5216,2
Kay Bee Mobile Villa MHP,16131/296,79463145,b3c5e350-3a93-11f1-b198-172a4a9f25c9,57,PIN,FLIPPED,FLIPPED,1,5590,2
Kay Bee Mobile Villa MHP,16131/296,79460992,2fbf4ec0-39d5-11f1-b198-172a4a9f25c9,58,PIN,NOT FLIPPED,NOT FLIPPED,5678,0,1
Kay Bee Mobile Villa MHP,16131/296,72721287,fb10ddb0-c436-11f0-9842-6d029661c338,59,PIN,FLIPPED,FLIPPED,0,5707,2
Kay Bee Mobile Villa MHP,16131/296,72721279,3fa3ebf0-cfab-11f0-9bfa-a7eff651ff22,6,PIN,NOT FLIPPED,NOT FLIPPED,5614,1,1
Kay Bee Mobile Villa MHP,16131/296,72714266,fa6d23a0-c436-11f0-9842-6d029661c338,61,PIN,FLIPPED,FLIPPED,0,5959,2
Kay Bee Mobile Villa MHP,16131/296,72720834,e87c0990-c431-11f0-9842-6d029661c338,62,PIN,FLIPPED,FLIPPED,0,757,2
Kay Bee Mobile Villa MHP,16131/296,72716311,dcdf1ad0-c816-11f0-9842-6d029661c338,64,PIN,NOT FLIPPED,NOT FLIPPED,5319,12,1
Kay Bee Mobile Villa MHP,16131/296,72718994,a2f58aa0-c813-11f0-9842-6d029661c338,65,PIN,FLIPPED,FLIPPED,2,5727,2
Kay Bee Mobile Villa MHP,16131/296,72720784,082715f0-c437-11f0-9842-6d029661c338,67,PIN,NOT FLIPPED,NOT FLIPPED,5700,0,1
Kay Bee Mobile Villa MHP,16131/296,72719240,e890f120-c431-11f0-9842-6d029661c338,68,PIN,FLIPPED,FLIPPED,0,5594,2
Kay Bee Mobile Villa MHP,16131/296,72721949,c89e6670-cf9b-11f0-9bfa-a7eff651ff22,69,PIN,FLIPPED,FLIPPED,0,4647,2
Kay Bee Mobile Villa MHP,16131/296,72714209,b5685700-cf9b-11f0-9bfa-a7eff651ff22,7,PIN,NOT FLIPPED,NOT FLIPPED,5130,0,1
Kay Bee Mobile Villa MHP,16131/296,72717046,a2595790-cf9b-11f0-9bfa-a7eff651ff22,70,PIN,NOT FLIPPED,NOT FLIPPED,5750,0,1
Kay Bee Mobile Villa MHP,16131/296,72720735,d6763cc0-c431-11f0-9842-6d029661c338,71,PIN,FLIPPED,FLIPPED,25,5201,2
Kay Bee Mobile Villa MHP,16131/296,72718481,9f7b7f10-c813-11f0-9842-6d029661c338,72,PIN,NOT FLIPPED,NOT FLIPPED,5724,0,1
Kay Bee Mobile Villa MHP,16131/296,70265085,05528b70-c432-11f0-9842-6d029661c338,74,PIN,NOT FLIPPED,NOT FLIPPED,1650,15,1
Kay Bee Mobile Villa MHP,16131/296,72715859,da351310-c75e-11f0-9842-6d029661c338,75,PIN,NOT FLIPPED,NOT FLIPPED,5201,0,1
Kay Bee Mobile Villa MHP,16131/296,72722061,9f725750-c813-11f0-9842-6d029661c338,76,PIN,NOT FLIPPED,NOT FLIPPED,5406,0,1
Kay Bee Mobile Villa MHP,16131/296,70260599,7ff45740-62a9-11f0-8658-7f4e94e41769,78,PIN,FLIPPED,FLIPPED,0,4821,2
Kay Bee Mobile Villa MHP,16131/296,75360378,7ccc16f0-4b21-11f1-bc16-b52012ce6db2,79,PIN,FLIPPED,FLIPPED,0,5949,2
Kay Bee Mobile Villa MHP,16131/296,72723978,4c65af10-f23b-11f0-8900-8bd481ce9a44,80,PIN,NOT FLIPPED,NOT FLIPPED,1701,822,1
Kay Bee Mobile Villa MHP,16131/296,72718259,a4560740-c75e-11f0-9842-6d029661c338,82,PIN,FLIPPED,FLIPPED,1,5347,2
Kay Bee Mobile Villa MHP,16131/296,72719133,d031bde0-c813-11f0-9842-6d029661c338,83,PIN,FLIPPED,FLIPPED,5,5748,2
Kay Bee Mobile Villa MHP,16131/296,72716030,c916e720-c75e-11f0-9842-6d029661c338,84,PIN,FLIPPED,FLIPPED,7,5618,2
Kay Bee Mobile Villa MHP,16131/296,72389057,0d75e980-8465-11f0-8b4a-0d0197d44616,86,PIN,NOT FLIPPED,NOT FLIPPED,1282,5,1
Kay Bee Mobile Villa MHP,16131/296,75360709,406541b0-f23d-11f0-8900-8bd481ce9a44,87,PIN,NOT FLIPPED,NOT FLIPPED,5633,1,1
Kay Bee Mobile Villa MHP,16131/296,72721444,ac836820-c431-11f0-9842-6d029661c338,88,PIN,NOT FLIPPED,NOT FLIPPED,3061,0,1
Kay Bee Mobile Villa MHP,16131/296,72719018,3f3430a0-cf9f-11f0-9bfa-a7eff651ff22,9,PIN,NOT FLIPPED,NOT FLIPPED,5323,9,1
Kay Bee Mobile Villa MHP,16131/296,75368058,7ac37ef0-f23b-11f0-8900-8bd481ce9a44,91,PIN,NOT FLIPPED,NOT FLIPPED,5182,2,1
Kay Bee Mobile Villa MHP,16131/296,72716592,915eae80-c75e-11f0-9842-6d029661c338,93,PIN,NOT FLIPPED,NOT FLIPPED,5499,0,1
Kay Bee Mobile Villa MHP,16131/296,72723168,965a9f20-c75e-11f0-9842-6d029661c338,94,PIN,FLIPPED,FLIPPED,44,1969,2
Kay Bee Mobile Villa MHP,16131/296,72719976,3bf7acd0-cfab-11f0-9bfa-a7eff651ff22,96,PIN,NOT FLIPPED,NOT FLIPPED,5494,2,1
Kay Bee Mobile Villa MHP,16131/296,72717624,bff827d0-c75e-11f0-9842-6d029661c338,98,PIN,NOT FLIPPED,NOT FLIPPED,5561,0,1
Kay Bee Mobile Villa MHP,16131/296,72389883,544bfb00-8385-11f0-8b4a-0d0197d44616,99,PIN,FLIPPED,FLIPPED,7,3205,2
Kay Lou-Cust,16131/296,75367720,1ef38410-6c13-11f1-9333-3b2cfe68422f,2518-I,PIN,NOT FLIPPED,NOT FLIPPED,5732,0,1
Kay Lou-Cust,16131/296,75374742,2ed63d60-65be-11f1-9333-3b2cfe68422f,2628-I,PIN,FLIPPED,FLIPPED,1,47,2
Kingsbrook MHC,16131/296,70261647,c825f220-626e-11f0-8658-7f4e94e41769,105AB,PIN,FLIPPED,FLIPPED,1,5424,2
Kingsbrook MHC,16131/296,72714613,ae630490-c8c6-11f0-9842-6d029661c338,107AB,PIN,FLIPPED,FLIPPED,5,5493,2
Kingsbrook MHC,16131/296,70260714,927a77a0-62a9-11f0-8658-7f4e94e41769,121AB,PIN,FLIPPED,FLIPPED,14,5278,2
Kingsbrook MHC,16131/296,77060442,82ee7460-3d0d-11f0-8e55-b138a1c03c8e,201BE,PIN,FLIPPED,FLIPPED,0,5466,2
Kingsbrook MHC,16131/296,72722467,469476a0-c8c6-11f0-9842-6d029661c338,202BE,PIN,NOT FLIPPED,NOT FLIPPED,5757,0,1
Kingsbrook MHC,16131/296,70264278,3377b360-626f-11f0-8658-7f4e94e41769,2601T,PIN,FLIPPED,FLIPPED,30,4196,2
Kingsbrook MHC,16131/296,65822051,8cbc57a0-3d8a-11f0-8e55-b138a1c03c8e,2602T,PIN,NOT FLIPPED,NOT FLIPPED,5808,0,1
Kingsbrook MHC,16131/296,77055772,71baf6c0-25d7-11f0-8272-45e3ef110760,2603T,PIN,FLIPPED,FLIPPED,0,5912,2
Kingsbrook MHC,16131/296,70259633,88774cf0-62c3-11f0-8658-7f4e94e41769,2605T,PIN,NOT FLIPPED,NOT FLIPPED,5438,0,1
Kingsbrook MHC,16131/296,72714753,7af0b300-c8c6-11f0-9842-6d029661c338,2611T,PIN,FLIPPED,FLIPPED,3,4962,2
Kingsbrook MHC,16131/296,77053165,7d7cdd50-3db7-11f0-8e55-b138a1c03c8e,2803V,PIN,FLIPPED,FLIPPED,6,5454,2
Kingsbrook MHC,16131/296,72716691,6ac2a180-c8c8-11f0-9842-6d029661c338,2805V,PIN,NOT FLIPPED,NOT FLIPPED,5650,5,1
Kingsbrook MHC,16131/296,70265143,fcfc72e0-5bb0-11f0-9fcd-87e94e720126,2806V,PIN,FLIPPED,FLIPPED,173,3800,2
Kingsbrook MHC,16131/296,77060186,82b588d0-3db7-11f0-8e55-b138a1c03c8e,304CA,PIN,FLIPPED,FLIPPED,17,5728,2
Kingsbrook MHC,16131/296,72720958,62f21f00-c8c6-11f0-9842-6d029661c338,305CA,PIN,FLIPPED,FLIPPED,1,4716,2
Kingsbrook MHC,16131/296,70260342,d6c18be0-62b0-11f0-8658-7f4e94e41769,306CA,PIN,NOT FLIPPED,NOT FLIPPED,3110,143,1
Kingsbrook MHC,16131/296,75366722,8f6db290-4d66-11f1-b1bb-f3574cce671d,311CA,PIN,FLIPPED,FLIPPED,34,5649,2
Kingsbrook MHC,16131/296,65821996,79dc7030-027e-11f0-92a4-09772dfb61f8,3207W,PIN,FLIPPED,FLIPPED,5,5296,2
Kingsbrook MHC,16131/296,70265192,c9bbce60-62b0-11f0-8658-7f4e94e41769,3215W,PIN,FLIPPED,FLIPPED,31,5302,2
Kingsbrook MHC,16131/296,70270945,c9fe0780-62b0-11f0-8658-7f4e94e41769,402DO,PIN,NOT FLIPPED,NOT FLIPPED,5620,18,1
Kingsbrook MHC,16131/296,77055111,857d0e80-3d0d-11f0-8e55-b138a1c03c8e,407DO,PIN,FLIPPED,FLIPPED,19,5568,2
Kingsbrook MHC,16131/296,65828785,a919a740-e669-11ef-bcd4-5bcca9a9134f,409DO,PIN,FLIPPED,FLIPPED,2,5352,2
Kingsbrook MHC,16131/296,77028886,97d5b640-3d0d-11f0-8e55-b138a1c03c8e,410DO,PIN,NOT FLIPPED,NOT FLIPPED,5794,17,1
Kingsbrook MHC,16131/296,70261126,74a43ae0-668c-11f0-8658-7f4e94e41769,501ED,PIN,FLIPPED,FLIPPED,0,5586,2
Kingsbrook MHC,16131/296,70271034,c02e7950-62b1-11f0-8658-7f4e94e41769,508ED,PIN,FLIPPED,FLIPPED,21,5768,2
Kingsbrook MHC,16131/296,75368744,1687d680-4d66-11f1-b1bb-f3574cce671d,578MI,PIN,NOT FLIPPED,NOT FLIPPED,5379,119,1
Kingsbrook MHC,16131/296,77057695,976ab7a0-3d8a-11f0-8e55-b138a1c03c8e,610AS,PIN,FLIPPED,FLIPPED,0,5685,2
Kingsbrook MHC,16131/296,72714290,671d1920-c8c8-11f0-9842-6d029661c338,611FE,PIN,NOT FLIPPED,NOT FLIPPED,5476,1,1
Kingsbrook MHC,16131/296,72390873,a5e13300-84e2-11f0-8b4a-0d0197d44616,612FE,PIN,FLIPPED,FLIPPED,43,5630,2
Kingsbrook MHC,16131/296,77061341,988e57e0-3d0d-11f0-8e55-b138a1c03c8e,615FE,PIN,FLIPPED,FLIPPED,0,5832,2
Kingsbrook MHC,16131/296,70259435,0ca46840-62b1-11f0-8658-7f4e94e41769,628MI,PIN,NOT FLIPPED,NOT FLIPPED,5731,0,1
Kingsbrook MHC,16131/296,70263379,76b03690-524b-11f0-acb1-514e01860b07,640AS,PIN,NOT FLIPPED,NOT FLIPPED,5577,31,1
Kingsbrook MHC,16131/296,70258973,90572270-62a9-11f0-8658-7f4e94e41769,652MI,PIN,NOT FLIPPED,NOT FLIPPED,5525,0,1
Kingsbrook MHC,16131/296,75370757,afe5b340-4d68-11f1-b1bb-f3574cce671d,660AS,PIN,NOT FLIPPED,NOT FLIPPED,5328,0,1
Kingsbrook MHC,16131/296,77053330,8f17eb50-3dc0-11f0-8e55-b138a1c03c8e,663EL,PIN,FLIPPED,FLIPPED,24,5473,2
Kingsbrook MHC,16131/296,65828074,a97e9fc0-be4a-11ef-8f43-73c96c0de66f,664MI,PIN,NOT FLIPPED,NOT FLIPPED,5698,4,1
Kingsbrook MHC,16131/296,70273410,1cbe4a50-5bb0-11f0-9fcd-87e94e720126,666AS,PIN,FLIPPED,FLIPPED,6,5888,2
Kingsbrook MHC,16131/296,70263866,f9996730-5baf-11f0-9fcd-87e94e720126,672AS,PIN,NOT FLIPPED,NOT FLIPPED,5806,3,1
Kingsbrook MHC,16131/296,77058503,80a445f0-3dc0-11f0-8e55-b138a1c03c8e,679MI,PIN,NOT FLIPPED,NOT FLIPPED,4319,0,1
Kingsbrook MHC,16131/296,70262934,218464f0-8420-11f0-8b4a-0d0197d44616,687EL,PIN,NOT FLIPPED,NOT FLIPPED,5689,14,1
Kingsbrook MHC,16131/296,72386913,f24e1c20-842f-11f0-8b4a-0d0197d44616,688MI,PIN,FLIPPED,FLIPPED,0,5588,2
Kingsbrook MHC,16131/296,70259484,c6440030-62c5-11f0-8658-7f4e94e41769,690AS,PIN,NOT FLIPPED,NOT FLIPPED,5339,5,1
Kingsbrook MHC,16131/296,77059881,7cb9ec60-3dc0-11f0-8e55-b138a1c03c8e,691MI,PIN,FLIPPED,FLIPPED,104,3924,2
Kingsbrook MHC,16131/296,77056895,92349500-62a9-11f0-8658-7f4e94e41769,701GR,PIN,NOT FLIPPED,NOT FLIPPED,5463,3,1
Kingsbrook MHC,16131/296,77028803,939063a0-3d8a-11f0-8e55-b138a1c03c8e,702GR,PIN,FLIPPED,FLIPPED,27,5772,2
Kingsbrook MHC,16131/296,77055426,86a736a0-3d0d-11f0-8e55-b138a1c03c8e,703GR,PIN,FLIPPED,FLIPPED,11,5599,2
Kingsbrook MHC,16131/296,77058537,bb29e060-3d05-11f0-8e55-b138a1c03c8e,704GR,PIN,FLIPPED,FLIPPED,4,5594,2
Kingsbrook MHC,16131/296,77061333,43b0eea0-3db1-11f0-8e55-b138a1c03c8e,706GR,PIN,FLIPPED,FLIPPED,75,5366,2
Kingsbrook MHC,16131/296,77054254,97d96f70-3dc0-11f0-8e55-b138a1c03c8e,708GR,PIN,FLIPPED,FLIPPED,1,5578,2
Kingsbrook MHC,16131/296,70262058,b0093560-666c-11f0-8658-7f4e94e41769,710GR,PIN,FLIPPED,FLIPPED,8,5707,2
Kingsbrook MHC,16131/296,65829023,b10b20a0-d0b1-11ef-8e78-557cf2ce39c0,715EL,PIN,NOT FLIPPED,NOT FLIPPED,5710,0,1
Kingsbrook MHC,16131/296,77058461,7fe5d7f0-3dc0-11f0-8e55-b138a1c03c8e,722EL,PIN,FLIPPED,FLIPPED,3,5478,2
Kingsbrook MHC,16131/296,77055632,7dc83040-3d8d-11f0-8e55-b138a1c03c8e,724MI,PIN,NOT FLIPPED,NOT FLIPPED,5687,0,1
Kingsbrook MHC,16131/296,77053249,74996330-3dc0-11f0-8e55-b138a1c03c8e,735EL,PIN,NOT FLIPPED,NOT FLIPPED,5592,64,1
Kingsbrook MHC,16131/296,77058669,aed2d970-3d05-11f0-8e55-b138a1c03c8e,736MI,PIN,NOT FLIPPED,NOT FLIPPED,5531,0,1
Kingsbrook MHC,16131/296,65831045,ff2272a0-c730-11ef-8f43-73c96c0de66f,738AS,PIN,NOT FLIPPED,NOT FLIPPED,5554,26,1
Kingsbrook MHC,16131/296,72386897,e57d5510-84a2-11f0-8b4a-0d0197d44616,746AS,PIN,FLIPPED,FLIPPED,0,5882,2
Kingsbrook MHC,16131/296,77042226,85b339b0-3d0d-11f0-8e55-b138a1c03c8e,747MI,PIN,FLIPPED,FLIPPED,12,5422,2
Kingsbrook MHC,16131/296,72392218,747784f0-842d-11f0-8b4a-0d0197d44616,748AS,PIN,FLIPPED,FLIPPED,3,5612,2
Kingsbrook MHC,16131/296,77054544,75b8f310-3db7-11f0-8e55-b138a1c03c8e,754AS,PIN,FLIPPED,FLIPPED,6,5836,2
Kingsbrook MHC,16131/296,77061028,45895820-3db1-11f0-8e55-b138a1c03c8e,758AS,PIN,FLIPPED,FLIPPED,0,5708,2
Kingsbrook MHC,16131/296,77028852,8453c8f0-3d8a-11f0-8e55-b138a1c03c8e,759AS,PIN,NOT FLIPPED,NOT FLIPPED,5726,0,1
Kingsbrook MHC,16131/296,77060210,439f8980-3db1-11f0-8e55-b138a1c03c8e,763AM,PIN,NOT FLIPPED,NOT FLIPPED,5633,31,1
Kingsbrook MHC,16131/296,79463277,67d87d00-4d66-11f1-b1bb-f3574cce671d,763AS,PIN,NOT FLIPPED,NOT FLIPPED,5775,24,1
Kingsbrook MHC,16131/296,77059980,d442f750-62b0-11f0-8658-7f4e94e41769,767SU,PIN,FLIPPED,FLIPPED,0,5447,2
Kingsbrook MHC,16131/296,65830237,c4e1f250-ea2b-11ef-b35e-23eef2ba43da,768AS,PIN,FLIPPED,FLIPPED,3,2515,2
Kingsbrook MHC,16131/296,68618758,3eee0f60-3db1-11f0-8e55-b138a1c03c8e,769AM,PIN,NOT FLIPPED,NOT FLIPPED,5058,122,1
Kingsbrook MHC,16131/296,72380882,f3d1e5f0-837f-11f0-8b4a-0d0197d44616,770FA,PIN,FLIPPED,FLIPPED,7,5548,2
Kingsbrook MHC,16131/296,75360402,e3232410-4d66-11f1-b1bb-f3574cce671d,770SU,PIN,NOT FLIPPED,NOT FLIPPED,5197,145,1
Kingsbrook MHC,16131/296,77053520,80ab23c0-3dc0-11f0-8e55-b138a1c03c8e,771EL,PIN,NOT FLIPPED,NOT FLIPPED,5468,0,1
Kingsbrook MHC,16131/296,77036954,48559780-3db1-11f0-8e55-b138a1c03c8e,771SU,PIN,FLIPPED,FLIPPED,26,5688,2
Kingsbrook MHC,16131/296,77057091,71f7e580-3d8d-11f0-8e55-b138a1c03c8e,772MI,PIN,NOT FLIPPED,NOT FLIPPED,5693,21,1
Kingsbrook MHC,16131/296,77056655,43f375e0-3db1-11f0-8e55-b138a1c03c8e,773AM,PIN,FLIPPED,FLIPPED,44,5360,2
Kingsbrook MHC,16131/296,70270366,4b625420-62c5-11f0-8658-7f4e94e41769,774AS,PIN,NOT FLIPPED,NOT FLIPPED,5560,0,1
Kingsbrook MHC,16131/296,77055293,43248d20-3db1-11f0-8e55-b138a1c03c8e,776SU,PIN,FLIPPED,FLIPPED,30,5535,2
Kingsbrook MHC,16131/296,72715685,4cd3e3c0-c8c6-11f0-9842-6d029661c338,777AS,PIN,NOT FLIPPED,NOT FLIPPED,5364,1,1
Kingsbrook MHC,16131/296,77056218,c6ae0ab0-3d78-11f0-8e55-b138a1c03c8e,780FA,PIN,NOT FLIPPED,NOT FLIPPED,5569,0,1
Kingsbrook MHC,16131/296,77036632,88962d90-3d8a-11f0-8e55-b138a1c03c8e,781FA,PIN,FLIPPED,FLIPPED,0,5402,2
Kingsbrook MHC,16131/296,77054197,e149d270-3db2-11f0-8e55-b138a1c03c8e,783AM,PIN,FLIPPED,FLIPPED,1,5644,2
Kingsbrook MHC,16131/296,70264666,fa924ed0-6673-11f0-8658-7f4e94e41769,783AS,PIN,NOT FLIPPED,NOT FLIPPED,5828,0,1
Kingsbrook MHC,16131/296,79460612,8621a1b0-4d66-11f1-b1bb-f3574cce671d,783OA,PIN,NOT FLIPPED,NOT FLIPPED,17,2,1
Kingsbrook MHC,16131/296,77028506,b70f00f0-3d05-11f0-8e55-b138a1c03c8e,784AS,PIN,NOT FLIPPED,NOT FLIPPED,5690,8,1
Kingsbrook MHC,16131/296,79454532,da478840-4d66-11f1-b1bb-f3574cce671d,784MI,PIN,NOT FLIPPED,NOT FLIPPED,5733,0,1
Kingsbrook MHC,16131/296,72392804,a4e89640-84a2-11f0-8b4a-0d0197d44616,788FA,PIN,FLIPPED,FLIPPED,49,5367,2
Kingsbrook MHC,16131/296,79466643,39cbb350-4d66-11f1-b1bb-f3574cce671d,801HU,PIN,FLIPPED,FLIPPED,25,4048,2
Kingsbrook MHC,16131/296,77057950,43c619a0-26ce-11f0-8272-45e3ef110760,806HU,PIN,FLIPPED,FLIPPED,0,881,2
Kingsbrook MHC,16131/296,72714738,b3eb56b0-c8c6-11f0-9842-6d029661c338,811HU,PIN,FLIPPED,FLIPPED,0,958,2
La Comunidad MHC-CUST,362/209,72379298,7175ec00-a940-11f0-98a7-c3bc57f9afe3,1,PIN-B,FLIPPED,FLIPPED,137,1177,2
La Comunidad MHC-CUST,362/209,72384140,db228290-a95d-11f0-98a7-c3bc57f9afe3,103,PIN,FLIPPED,FLIPPED,0,5498,2
La Comunidad MHC-CUST,362/209,70273634,bdf7c630-a95d-11f0-98a7-c3bc57f9afe3,107,PIN,FLIPPED,FLIPPED,0,27,2
La Comunidad MHC-CUST,362/209,72384041,cf5915a0-a95d-11f0-98a7-c3bc57f9afe3,108,PIN,NOT FLIPPED,NOT FLIPPED,2758,109,1
La Comunidad MHC-CUST,362/209,72383746,517e0d70-a962-11f0-98a7-c3bc57f9afe3,109,PIN,FLIPPED,FLIPPED,0,5793,2
La Comunidad MHC-CUST,362/209,72379058,b7d297d0-a95d-11f0-98a7-c3bc57f9afe3,110,PIN-B,FLIPPED,FLIPPED,7,340,2
La Comunidad MHC-CUST,362/209,72387739,da962110-a95d-11f0-98a7-c3bc57f9afe3,113,PIN,NOT FLIPPED,NOT FLIPPED,4685,0,1
La Comunidad MHC-CUST,362/209,70260888,97080520-62a0-11f0-8658-7f4e94e41769,116,PIN,NOT FLIPPED,NOT FLIPPED,5529,0,1
La Comunidad MHC-CUST,362/209,72380296,cd8ba8a0-a95d-11f0-98a7-c3bc57f9afe3,119,PIN,NOT FLIPPED,NOT FLIPPED,5629,0,1
La Comunidad MHC-CUST,362/209,72379405,8a013420-a083-11f0-b5af-5dfa9891b485,12,PIN,FLIPPED,FLIPPED,0,5288,2
La Comunidad MHC-CUST,362/209,65831805,d520d040-b9a3-11ef-8f43-73c96c0de66f,120,PIN,NOT FLIPPED,NOT FLIPPED,4138,0,1
La Comunidad MHC-CUST,362/209,70270499,7a7ef4c0-ad43-11f0-98a7-c3bc57f9afe3,123,PIN,FLIPPED,FLIPPED,0,5712,2
La Comunidad MHC-CUST,362/209,70267669,79d422b0-ad2b-11f0-98a7-c3bc57f9afe3,126,PIN,NOT FLIPPED,NOT FLIPPED,5032,0,1
La Comunidad MHC-CUST,362/209,72384025,93cb7970-ad2b-11f0-98a7-c3bc57f9afe3,128,PIN-B,NOT FLIPPED,NOT FLIPPED,808,344,1
La Comunidad MHC-CUST,362/209,70269558,e64e4c70-ad2d-11f0-98a7-c3bc57f9afe3,129,PIN,FLIPPED,FLIPPED,0,5707,2
La Comunidad MHC-CUST,362/209,72383977,3df126f0-ad3d-11f0-98a7-c3bc57f9afe3,13,PIN,NOT FLIPPED,NOT FLIPPED,4029,0,1
La Comunidad MHC-CUST,362/209,72380775,82c1e6f0-ad2b-11f0-98a7-c3bc57f9afe3,134,PIN,NOT FLIPPED,NOT FLIPPED,5428,0,1
La Comunidad MHC-CUST,362/209,70269905,39823510-ad32-11f0-98a7-c3bc57f9afe3,135,PIN-B,NOT FLIPPED,NOT FLIPPED,2600,570,1
La Comunidad MHC-CUST,362/209,70268816,c3533110-ad30-11f0-98a7-c3bc57f9afe3,136,PIN,FLIPPED,FLIPPED,46,110,2
La Comunidad MHC-CUST,362/209,70272107,7e0a3e60-ad43-11f0-98a7-c3bc57f9afe3,138,PIN,FLIPPED,FLIPPED,0,5354,2
La Comunidad MHC-CUST,362/209,70269384,caf896d0-ad30-11f0-98a7-c3bc57f9afe3,139,PIN,NOT FLIPPED,NOT FLIPPED,4857,0,1
La Comunidad MHC-CUST,362/209,72378738,5d8c1cf0-a940-11f0-98a7-c3bc57f9afe3,14,PIN,FLIPPED,FLIPPED,0,5724,2
La Comunidad MHC-CUST,362/209,72384686,8a970f40-ad2b-11f0-98a7-c3bc57f9afe3,140,PIN,FLIPPED,FLIPPED,0,5322,2
La Comunidad MHC-CUST,362/209,72387598,72ba3ea0-ad2c-11f0-98a7-c3bc57f9afe3,141,PIN,FLIPPED,FLIPPED,0,5463,2
La Comunidad MHC-CUST,362/209,72380494,ad00c670-ad30-11f0-98a7-c3bc57f9afe3,142,PIN-B,FLIPPED,FLIPPED,177,3665,2
La Comunidad MHC-CUST,362/209,72384264,703f92f0-ad32-11f0-98a7-c3bc57f9afe3,143,PIN,NOT FLIPPED,NOT FLIPPED,5619,15,1
La Comunidad MHC-CUST,362/209,70271943,ad62bc90-ad30-11f0-98a7-c3bc57f9afe3,144,PIN,FLIPPED,FLIPPED,0,2944,2
La Comunidad MHC-CUST,362/209,72380544,b1c07160-ad30-11f0-98a7-c3bc57f9afe3,146,PIN,NOT FLIPPED,NOT FLIPPED,5404,0,1
La Comunidad MHC-CUST,362/209,72380320,e72af0d0-ad2d-11f0-98a7-c3bc57f9afe3,147,PIN,FLIPPED,FLIPPED,0,4882,2
La Comunidad MHC-CUST,362/209,72387465,8d3ab800-ad2b-11f0-98a7-c3bc57f9afe3,148,PIN,FLIPPED,FLIPPED,19,2725,2
La Comunidad MHC-CUST,362/209,72379587,675a7d30-a940-11f0-98a7-c3bc57f9afe3,14A,PIN-B,FLIPPED,FLIPPED,555,1868,2
La Comunidad MHC-CUST,362/209,72378316,b4c28dd0-ad30-11f0-98a7-c3bc57f9afe3,151,PIN,FLIPPED,FLIPPED,1,5845,2
La Comunidad MHC-CUST,362/209,70266042,6d324580-a959-11f0-98a7-c3bc57f9afe3,16,PIN,FLIPPED,FLIPPED,0,5713,2
La Comunidad MHC-CUST,362/209,72378720,74aefb20-a939-11f0-98a7-c3bc57f9afe3,1A,PIN-B,NOT FLIPPED,NOT FLIPPED,2071,546,1
La Comunidad MHC-CUST,362/209,72391855,63b12440-a940-11f0-98a7-c3bc57f9afe3,2,PIN,FLIPPED,FLIPPED,1,5663,2
La Comunidad MHC-CUST,362/209,72387010,84c8f930-ad39-11f0-98a7-c3bc57f9afe3,21,PIN,FLIPPED,FLIPPED,75,647,2
